location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Dilovası,Kocaeli,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,48,µg/m³,40.788729,29.537187,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Dilovası,Kocaeli,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,0,µg/m³,40.788729,29.537187,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Dilovası,Kocaeli,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,12,µg/m³,40.788729,29.537187,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Dilovası,Kocaeli,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,0,µg/m³,40.788729,29.537187,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Hürriyet,Kayseri,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,514,µg/m³,38.7235546547282,35.46961737310355,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Hürriyet,Kayseri,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,111,µg/m³,38.7235546547282,35.46961737310355,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Hürriyet,Kayseri,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,16,µg/m³,38.7235546547282,35.46961737310355,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Hürriyet,Kayseri,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,98,µg/m³,38.7235546547282,35.46961737310355,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Melikgazi,Kayseri,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,2,µg/m³,38.72489728468448,35.515612039976475,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Melikgazi,Kayseri,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,223,µg/m³,38.72489728468448,35.515612039976475,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Trafik,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,933,µg/m³,40.600961,43.096822,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Trafik,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,119,µg/m³,40.600961,43.096822,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Trafik,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,25,µg/m³,40.600961,43.096822,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyon Mah.,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,870,µg/m³,40.605043477990854,43.10448690555501,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyon Mah.,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,36,µg/m³,40.605043477990854,43.10448690555501,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyon Mah.,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,22,µg/m³,40.605043477990854,43.10448690555501,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyon Mah.,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,31,µg/m³,40.605043477990854,43.10448690555501,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İstasyon Mah.,Kars,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,99,µg/m³,40.605043477990854,43.10448690555501,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Elbistan,Kahramanmaraş,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,7,µg/m³,38.20384825082048,37.198347729773346,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Elbistan,Kahramanmaraş,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,82,µg/m³,38.20384825082048,37.198347729773346,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Güzelyalı,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,46,µg/m³,38.395833,27.082778,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Güzelyalı,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,36,µg/m³,38.395833,27.082778,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Güzelyalı,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,507,µg/m³,38.395833,27.082778,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Güzelyalı,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,18,µg/m³,38.395833,27.082778,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Gaziemir,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,3,µg/m³,38.314452405705524,27.137306586191276,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Gaziemir,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,42,µg/m³,38.314452405705524,27.137306586191276,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bornova,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,722,µg/m³,38.469167,27.221389,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bornova,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,61,µg/m³,38.469167,27.221389,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bornova,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,8,µg/m³,38.469167,27.221389,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bornova,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,31,µg/m³,38.469167,27.221389,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Alsancak,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,66,µg/m³,38.432222,27.144444,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Alsancak,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,12,µg/m³,38.432222,27.144444,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Alsancak,İzmir,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,26,µg/m³,38.432222,27.144444,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Çatladıkapı,İstanbul,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,1677,µg/m³,41.0025,28.975278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Çatladıkapı,İstanbul,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,28,µg/m³,41.0025,28.975278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Çatladıkapı,İstanbul,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,60,µg/m³,41.0025,28.975278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Çatladıkapı,İstanbul,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,16,µg/m³,41.0025,28.975278,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Aralık,Iğdır,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,58,µg/m³,39.795454,44.625607,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Aralık,Iğdır,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,16,µg/m³,39.795454,44.625607,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Aralık,Iğdır,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,8,µg/m³,39.795454,44.625607,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İskenderun,Hatay,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,125,µg/m³,36.71414037953853,36.2239186822096,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İskenderun,Hatay,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,101,µg/m³,36.71414037953853,36.2239186822096,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İskenderun,Hatay,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,482,µg/m³,36.71414037953853,36.2239186822096,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İskenderun,Hatay,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,3,µg/m³,36.71414037953853,36.2239186822096,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
İskenderun,Hatay,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,7,µg/m³,36.71414037953853,36.2239186822096,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Antakya,Hatay,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,5,µg/m³,36.2078923869518,36.15239486011883,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Antakya,Hatay,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,796,µg/m³,36.2078923869518,36.15239486011883,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Gemilercekeği,Giresun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,2319,µg/m³,40.914445,38.3985642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Gemilercekeği,Giresun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,19,µg/m³,40.914445,38.3985642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Gemilercekeği,Giresun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,175,µg/m³,40.914445,38.3985642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Gemilercekeği,Giresun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,50,µg/m³,40.914445,38.3985642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Gemilercekeği,Giresun,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,116,µg/m³,40.914445,38.3985642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Pasinler,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,49,µg/m³,40.033451,41.572121,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Taşhan,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,9,µg/m³,39.908334,41.273226,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Taşhan,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,232,µg/m³,39.908334,41.273226,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Taşhan,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,80,µg/m³,39.908334,41.273226,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Pasinler,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,40,µg/m³,40.033451,41.572121,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Pasinler,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,6,µg/m³,40.033451,41.572121,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Palandöken,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,351,µg/m³,39.867691,41.275272,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Pasinler,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,32,µg/m³,40.033451,41.572121,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Palandöken,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,85,µg/m³,39.867691,41.275272,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Palandöken,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,8,µg/m³,39.867691,41.275272,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Aziziye,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,9,µg/m³,39.918984,41.271757,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Aziziye,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,44,µg/m³,39.918984,41.271757,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Palandöken,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,23,µg/m³,39.867691,41.275272,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Aziziye,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,154,µg/m³,39.918984,41.271757,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Palandöken,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,5,µg/m³,39.867691,41.275272,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Aziziye,Erzurum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,11,µg/m³,39.918984,41.271757,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Trafik,Erzincan,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,266,µg/m³,39.746445,39.497068,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Trafik,Erzincan,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,4,µg/m³,39.746445,39.497068,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Trafik,Erzincan,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,9,µg/m³,39.746445,39.497068,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Trafik,Erzincan,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,79,µg/m³,39.746445,39.497068,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bayramyeri,Denizli,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,16,µg/m³,37.76639514321299,29.097062552221335,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bayramyeri,Denizli,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,38,µg/m³,37.76639514321299,29.097062552221335,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Mimar Sinan,Çorum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,50,µg/m³,40.531438,34.944305,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Mimar Sinan,Çorum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,14,µg/m³,40.531438,34.944305,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Mimar Sinan,Çorum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,38,µg/m³,40.531438,34.944305,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bahabey,Çorum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,1559,µg/m³,40.546554,34.967299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bahabey,Çorum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,15,µg/m³,40.546554,34.967299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bahabey,Çorum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,39,µg/m³,40.546554,34.967299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Bahabey,Çorum,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,82,µg/m³,40.546554,34.967299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Biga İçdaş,Çanakkale,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,50,µg/m³,40.417294,27.107311,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Biga İçdaş,Çanakkale,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,17,µg/m³,40.417294,27.107311,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Biga İçdaş,Çanakkale,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,8,µg/m³,40.417294,27.107311,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Biga İçdaş,Çanakkale,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,0,µg/m³,40.417294,27.107311,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Biga İçdaş,Çanakkale,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,57,µg/m³,40.417294,27.107311,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Hopa,Artvin,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,110,µg/m³,41.466796,41.49073,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Hopa,Artvin,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,18,µg/m³,41.466796,41.49073,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Hopa,Artvin,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,38,µg/m³,41.466796,41.49073,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Cebeci,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,732,µg/m³,39.9369481,32.8781672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Cebeci,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,24,µg/m³,39.9369481,32.8781672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Cebeci,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,45,µg/m³,39.9369481,32.8781672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Cebeci,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,1,µg/m³,39.9369481,32.8781672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Cebeci,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,26,µg/m³,39.9369481,32.8781672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sincan,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,44,µg/m³,39.972032,32.5851672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sincan,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,95,µg/m³,39.972032,32.5851672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sincan,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,8,µg/m³,39.972032,32.5851672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sincan,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,4,µg/m³,39.972032,32.5851672,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sıhhıye,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,co,779,µg/m³,39.927274,32.8594112,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sıhhıye,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,119,µg/m³,39.927274,32.8594112,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sıhhıye,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,6,µg/m³,39.927274,32.8594112,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Sıhhıye,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,44,µg/m³,39.927274,32.8594112,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Keçiören,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,33,µg/m³,39.9672619,32.8628299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Keçiören,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,o3,46,µg/m³,39.9672619,32.8628299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Keçiören,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,3,µg/m³,39.9672619,32.8628299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Keçiören,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,41,µg/m³,39.9672619,32.8628299,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Kayaş,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,no2,19,µg/m³,39.9253809,32.9267642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Kayaş,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,so2,7,µg/m³,39.9253809,32.9267642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
Kayaş,Ankara,TR,2017-03-11T00:00:00.000Z,2017-03-11T02:00:00+02:00,pm10,22,µg/m³,39.9253809,32.9267642,"[{""name"":""National Air Quality Monitoring Network"",""url"":""http://index.havaizleme.gov.tr/Dynamic/0""}]"
