location,city,country,parameter,value,latitude,longitude,num_records
Chepstow A48,Chepstow,GB,no2,35922,51.638094,-2.678731,944
Cardiff Centre,Cardiff,GB,pm10,24052,51.48178,-3.17625,1316
Cardiff Centre,Cardiff,GB,no2,29605,51.48178,-3.17625,1328
Cardiff Centre,Cardiff,GB,pm25,14926,51.48178,-3.17625,1331
Cardiff Centre,Cardiff,GB,so2,5956,51.48178,-3.17625,1295
Cardiff Centre,Cardiff,GB,o3,66615,51.48178,-3.17625,1331
Southampton Centre,Southampton,GB,so2,10076,50.90814,-1.395778,1290
Southampton Centre,Southampton,GB,no2,40257,50.90814,-1.395778,1294
Southampton Centre,Southampton,GB,o3,55959,50.90814,-1.395778,1306
Southampton A33,Southampton,GB,pm10,31566,50.920265,-1.463484,1333
Southampton A33,Southampton,GB,no2,52888,50.920265,-1.463484,1317
Rochester Stoke,Rochester,GB,pm10,19393,51.45617,0.634889,1088
Rochester Stoke,Rochester,GB,pm25,14366,51.45617,0.634889,1099
Rochester Stoke,Rochester,GB,so2,5383,51.45617,0.634889,1268
Rochester Stoke,Rochester,GB,no2,12334,51.45617,0.634889,1252
Rochester Stoke,Rochester,GB,o3,60211,51.45617,0.634889,973
Reading New Town,Reading,GB,pm25,13819,51.45309,-0.944067,1330
Reading New Town,Reading,GB,pm10,19042,51.45309,-0.944067,1330
Reading New Town,Reading,GB,no2,39569,51.45309,-0.944067,1289
Reading New Town,Reading,GB,o3,59617,51.45309,-0.944067,1271
Portsmouth,Portsmouth,GB,pm10,19846,50.82881,-1.068583,949
Portsmouth,Portsmouth,GB,pm25,16245,50.82881,-1.068583,1328
Portsmouth,Portsmouth,GB,no2,20870,50.82881,-1.068583,875
Portsmouth,Portsmouth,GB,o3,64762,50.82881,-1.068583,1296
Oxford St Ebbes,Oxford,GB,pm10,13426,51.744806,-1.260278,985
Oxford St Ebbes,Oxford,GB,pm25,12095,51.744806,-1.260278,1064
Oxford St Ebbes,Oxford,GB,no2,23013,51.744806,-1.260278,1133
Lullington Heath,Lullington Heath,GB,so2,3665,50.7937,0.18125,783
Lullington Heath,Lullington Heath,GB,no2,13293,50.7937,0.18125,1300
Lullington Heath,Lullington Heath,GB,o3,84214,50.7937,0.18125,1313
Horley,Horley,GB,no2,25928,51.165865,-0.167734,1248
Eastbourne,Eastbourne,GB,pm10,28332,50.805778,0.271611,1314
Eastbourne,Eastbourne,GB,pm25,19263,50.805778,0.271611,1277
Chilbolton Observatory,Stockbridge,GB,pm25,17511,51.149617,-1.438228,1329
Eastbourne,Eastbourne,GB,no2,15912,50.805778,0.271611,1258
Chilbolton Observatory,Stockbridge,GB,pm10,20058,51.149617,-1.438228,986
Chilbolton Observatory,Stockbridge,GB,so2,4821,51.149617,-1.438228,1264
Chilbolton Observatory,Stockbridge,GB,no2,18253,51.149617,-1.438228,1322
Chilbolton Observatory,Stockbridge,GB,o3,75210,51.149617,-1.438228,1330
Chatham Roadside,Chatham,GB,pm10,29044,51.374264,0.54797,1330
Sheffield Devonshire Green,Sheffield,GB,no2,28344,53.378622,-1.478096,960
Manchester Piccadilly,Manchester,GB,no2,45068,53.48152,-2.237881,1003
Sunderland Wessington Way,Sunderland,GB,no2,16174,54.91839,-1.408391,739
Exeter Roadside,Exeter,GB,no2,25497,50.725083,-3.532465,1069
Storrington Roadside,Storrington,GB,pm10,16149,50.916932,-0.449548,797
Storrington Roadside,Storrington,GB,pm25,10999,50.916932,-0.449548,793
Storrington Roadside,Storrington,GB,no2,14363,50.916932,-0.449548,452
Chesterfield Roadside,Chesterfield,GB,no2,16948,53.231722,-1.456944,808
US Diplomatic Post: Ho Chi Minh City,Ho Chi Minh City,VN,pm25,21199,10.783041,106.700722,1356
"Din Daeng Rd., Din Daeng",Bangkok,TH,pm10,11282,13.762406,100.550598,219
"Din Daeng Rd., Din Daeng",Bangkok,TH,so2,0.052,13.762406,100.550598,216
"Din Daeng Rd., Din Daeng",Bangkok,TH,o3,3.237,13.762406,100.550598,218
"Din Daeng Rd., Din Daeng",Bangkok,TH,no2,1.406,13.762406,100.550598,199
"Din Daeng Rd., Din Daeng",Bangkok,TH,co,308.65,13.762406,100.550598,227
Stockton-on-Tees A1305 Roadside,Stockton-on-Tees,GB,no2,21735,54.565819,-1.3159,1167
Leamington Spa,Leamington Spa,GB,no2,24820,52.28881,-1.533119,1243
Leamington Spa,Leamington Spa,GB,o3,65353,52.28881,-1.533119,1264
Oxford Centre Roadside,Oxford,GB,no2,50002,51.751745,-1.257463,1059
Wigan Centre,Wigan,GB,no2,18362,53.54914,-2.638139,956
Belfast Centre,Belfast,GB,pm10,11436,54.59965,-5.928833,930
Belfast Centre,Belfast,GB,pm25,10428,54.59965,-5.928833,1234
Southampton Centre,Southampton,GB,pm25,15529,50.90814,-1.395778,1244
Southampton Centre,Southampton,GB,pm10,18426,50.90814,-1.395778,1107
Anand Vihar,Delhi,IN,pm10,142363,28.6508,77.3152,425
"Hiran Ruchi, Thon Buri",Bangkok,TH,no2,1.039,13.73287809,100.4860184,112
Leamington Spa Rugby Road,Leamington Spa,GB,pm10,20914,52.294884,-1.542911,1251
Leamington Spa Rugby Road,Leamington Spa,GB,pm25,13707,52.294884,-1.542911,1251
Widnes Milton Road,Widnes,GB,no2,34760,53.365391,-2.73168,754
Leamington Spa,Leamington Spa,GB,pm10,18675,52.28881,-1.533119,1178
Leamington Spa,Leamington Spa,GB,pm25,13550,52.28881,-1.533119,1197
Colicheu,Cabrero,CL,so2,1389.2771,-37.023623,-72.277476,105
Stanford-le-Hope Roadside,Stanford-le-Hope,GB,pm10,18195,51.518167,0.439548,845
Wigan Centre,Wigan,GB,o3,64855,53.54914,-2.638139,1261
Wigan Centre,Wigan,GB,pm25,12411,53.54914,-2.638139,1112
Cauquenes,Machalí,CL,so2,15.97,-34.241168,-70.55283,197
US Diplomatic Post: Lima,Lima,PE,pm25,-63924,-12.099583,-76.968997,1243
"Lat Phrao Rd., Wang Thonglang",Bangkok,TH,so2,0.748,13.79263501,100.5960776,336
"Lat Phrao Rd., Wang Thonglang",Bangkok,TH,no2,0.017,13.79263501,100.5960776,339
"Talat Yai, Mueang",Phuket,TH,so2,1.038,7.88163634,98.39429059,945
"Talat Yai, Mueang",Phuket,TH,o3,24.332,7.88163634,98.39429059,941
"Talat Yai, Mueang",Phuket,TH,no2,11.422,7.88163634,98.39429059,924
"Talat Yai, Mueang",Phuket,TH,co,524.45,7.88163634,98.39429059,953
"Lat Phrao Rd., Wang Thonglang",Bangkok,TH,co,182.02,13.79263501,100.5960776,40
Portage-Hwy 12,Chicago-Naperville-Joliet,US,pm10,18695,41.6167,-87.1458,1012
SYDNEY,NOVA SCOTIA,CA,pm25,3604,46.1425,-60.1728,488
SYDNEY,NOVA SCOTIA,CA,o3,17.932,46.1425,-60.1728,506
SYDNEY,NOVA SCOTIA,CA,so2,0.018,46.1425,-60.1728,507
SYDNEY,NOVA SCOTIA,CA,no2,0.67,46.1425,-60.1728,506
Sipayik-ME,WASHINGTON,US,o3,36.037,44.9636,-67.060799,952
Sipayik-ME,WASHINGTON,US,pm25,4613.5,44.9636,-67.060799,968
Hillcrest,Greenville,US,o3,25.707,34.751801,-82.256699,687
Cannons Lane,Louisville,US,o3,7.97,38.2286,-85.6544,250
Cannons Lane,Louisville,US,pm10,1272,38.2286,-85.6544,187
Cannons Lane,Louisville,US,pm25,1504.1,38.2286,-85.6544,248
Cannons Lane,Louisville,US,so2,0.04,38.2286,-85.6544,248
Cannons Lane,Louisville,US,co,62.08,38.2286,-85.6544,251
Cannons Lane,Louisville,US,no2,1.844,38.2286,-85.6544,246
Painesville - JFS,Cleveland-Elyria-Mentor,US,so2,0.204,41.726811,-81.242156,1017
Painesville - JFS,Cleveland-Elyria-Mentor,US,pm25,7618.8,41.726811,-81.242156,1016
TK Gregg,Spartanburg,US,pm25,6840.7,34.955601,-81.924797,658
GC_MAD,St. Louis,US,pm25,8251.9,38.7045,-90.1397,838
Soda Springs Monsant,CARIBOU,US,so2,0.704,42.695301,-111.593903,997
Pocatello STP,Pocatello,US,so2,3.367,42.916401,-112.5158,912
Boise Eastman,Boise City-Nampa,US,co,501.6,43.616379,-116.203817,1014
St Regis Mohawk-NY,Malone,US,so2,3.061,44.980598,-74.695297,987
St Regis Mohawk-NY,Malone,US,pm25,4285,44.980598,-74.695297,1019
St. Lukes Meridian,Boise City-Nampa,US,so2,0.256,43.600699,-116.347853,728
St Regis Mohawk-NY,Malone,US,o3,28.77,44.980598,-74.695297,950
St. Lukes Meridian,Boise City-Nampa,US,co,106.56,43.600699,-116.347853,728
St. Lukes Meridian,Boise City-Nampa,US,pm25,1592.8,43.600699,-116.347853,741
St. Lukes Meridian,Boise City-Nampa,US,o3,23.316,43.600699,-116.347853,731
Williams Middle Scho,Florence,US,pm25,3583.9,34.2143,-79.7673,295
Sioux Falls,MINNEHAHA,US,pm25,5532.9,43.54792,-96.700768,739
Sioux Falls,MINNEHAHA,US,o3,26.156,43.54792,-96.700768,732
Sioux Falls,MINNEHAHA,US,pm10,15613,43.54792,-96.700768,729
Powell River James T,BRITISH COLUMBIA,CA,pm10,6295,49.8891,-124.5625,875
Powell River James T,BRITISH COLUMBIA,CA,pm25,1912.1,49.8891,-124.5625,863
"Kihei, Maui",Kahului-Wailuku,US,pm25,2978,20.7808,-156.4461,914
Big Creek,Anderson,US,o3,23.166,34.623199,-82.532097,655
AJ Maintenance Yard,Phoenix-Mesa-Scottsdale,US,o3,43.978,33.420601,-111.503304,1011
Kapolei,Honolulu,US,so2,0.084,21.323601,-158.088593,923
Kapolei,Honolulu,US,co,618.8,21.323601,-158.088593,921
Kapolei,Honolulu,US,no2,2.634,21.323601,-158.088593,886
Kapolei,Honolulu,US,pm10,16418,21.323601,-158.088593,957
Kapolei,Honolulu,US,pm25,4495,21.323601,-158.088593,822
St Theodosius,Cleveland-Elyria-Mentor,US,so2,4.249,41.477011,-81.682383,989
Idaho Falls / Penfor,Idaho Falls,US,pm25,3547,43.4683,-112.053101,925
NEWHANO,Wilmington,US,so2,0.158,34.268398,-77.956398,912
Bee Ridge,Sarasota-Bradenton-Venice,US,pm25,6966.6,27.2906,-82.5072,779
Greenville-ESC,Greenville,US,so2,0.43,34.843899,-82.414597,686
Greenville-ESC,Greenville,US,no2,2.525,34.843899,-82.414597,407
Greenville-ESC,Greenville,US,pm10,9340,34.843899,-82.414597,648
Greenville-ESC,Greenville,US,pm25,5570.5,34.843899,-82.414597,672
Charlestown State Pa,Louisville,US,o3,34.833,38.393833,-85.664167,932
Puna E Station,Hilo,US,so2,0.814,19.4583,-154.8833,949
Pahala,Hilo,US,so2,26.534,19.2065,-155.4689,922
Pahala,Hilo,US,pm25,6732,19.2065,-155.4689,969
Hilo,Hilo,US,so2,2.71,19.717562,-155.110535,937
Hilo,Hilo,US,pm25,3679,19.717562,-155.110535,764
Albemarle HS,Charlottesville,US,pm25,6299.5,38.076599,-78.503998,970
Albemarle HS,Charlottesville,US,o3,36.331,38.076599,-78.503998,941
Charleston Public Wo,Charleston-North Charleston,US,pm25,5387.3,32.791,-79.959,641
Dodge City,Dodge City,US,pm10,19870,37.7667,-100.0333,997
Shapleigh Ball Park,Portland-South Portland-Biddeford,US,o3,33.339,43.58889,-70.877342,889
Portland - Deering O,Portland-South Portland-Biddeford,US,no2,4.426,43.660248,-70.268967,821
Portland - Deering O,Portland-South Portland-Biddeford,US,pm25,7431.5,43.660248,-70.268967,870
Portland - Deering O,Portland-South Portland-Biddeford,US,o3,28.843,43.660248,-70.268967,869
Portland - Deering O,Portland-South Portland-Biddeford,US,so2,0.204,43.660248,-70.268967,863
K96 & Hydraulic,Wichita,US,pm10,25066,37.7472,-97.3164,999
Pawnee & Glenn,Wichita,US,pm10,24985,37.6511,-97.3622,995
LACROSSE DOT,La Crosse,US,pm25,3274,43.7781,-91.225,856
Warner Robins,Warner Robins,US,pm25,7082.4,32.6056,-83.5979,859
Brigantine,Atlantic City,US,so2,0.005,39.46487,-74.448738,917
Brigantine,Atlantic City,US,pm25,5841.6,39.46487,-74.448738,841
Brigantine,Atlantic City,US,o3,34.62,39.46487,-74.448738,936
PORT HAWKESBURY,NOVA SCOTIA,CA,pm25,2608,45.61394,-61.36235,479
PORT HAWKESBURY,NOVA SCOTIA,CA,o3,17.917,45.61394,-61.36235,497
PORT HAWKESBURY,NOVA SCOTIA,CA,no2,0.472,45.61394,-61.36235,496
"Iowa City, Hoover Sc",Iowa City,US,pm25,4158.4,41.658195,-91.503471,826
Plummer CDA Tribe,BENEWAH,US,pm25,5997.9,47.3386,-116.885902,987
Mt Vernon-2nd Ave,Mount Vernon-Anacortes,US,pm25,3592.2,48.410198,-122.337601,1009
Mt Vernon-2nd Ave,Mount Vernon-Anacortes,US,o3,25.128,48.410198,-122.337601,993
Indpls-W.18th St,Indianapolis,US,pm25,9227.9,39.7889,-86.2147,1019
Taholah-Quinault Tri,Aberdeen,US,pm25,272,47.339802,-124.291801,86
Italy C1044,Dallas-Fort Worth-Arlington,US,pm25,6789,32.1772,-96.8711,963
Italy C1044,Dallas-Fort Worth-Arlington,US,o3,31.69,32.1772,-96.8711,971
Dinosaur National Mo,UINTAH,US,o3,32.59,40.4372,-109.3047,856
Grand Forks City Hal,BRITISH COLUMBIA,CA,pm25,2234.5,49.0311,-118.4392,527
Ft McD Yuma Frank-AZ,Phoenix-Mesa-Scottsdale,US,pm10,29711,33.6292,-111.676903,884
Ft McD Yuma Frank-AZ,Phoenix-Mesa-Scottsdale,US,o3,29.175,33.6292,-111.676903,772
Ronan-MT,LAKE,US,pm10,3161,47.8831,-114.1681,231
CASTLE ST. SAINT JO,NEW BRUNSWICK,CA,pm25,1751,45.2803,-66.0561,400
NKU,Cincinnati-Middletown,US,pm25,4174.1,39.0217,-84.4744,463
NKU,Cincinnati-Middletown,US,o3,17.311,39.0217,-84.4744,463
BATHURST,NEW BRUNSWICK,CA,no2,0.696,47.6094,-65.6333,462
Pilot Point C1032,Dallas-Fort Worth-Arlington,US,o3,32.998,33.4107,-96.9437,995
Fort Independence Me,Bishop,US,pm10,9600,36.8028,-118.1167,940
Athens Supersite,Athens,US,no2,0.46,39.308,-82.1183,974
Houston Park Place C,Houston-Sugar Land-Baytown,US,pm25,3630.2,29.68639,-95.294724,359
Houston Park Place C,Houston-Sugar Land-Baytown,US,o3,27.263,29.68639,-95.294724,961
PA,SASKATCHEWAN,CA,o3,13.674,0,0,927
West Union,ADAMS,US,so2,0.501,38.79471,-83.533988,966
West Union,ADAMS,US,pm25,4983.8,38.79471,-83.533988,1019
"Muscatine, Greenwood",Muscatine,US,so2,0.763,41.419201,-91.070801,944
San Diego - Beardsle,San Diego-Carlsbad-San Marcos,US,pm25,10277.1,32.701492,-117.149651,1011
PEORIA_J,Peoria,US,pm25,8118.1,40.6978,-89.5889,902
San Diego - Beardsle,San Diego-Carlsbad-San Marcos,US,o3,28.078,32.701492,-117.149651,919
Yellow Springs,Dayton,US,pm25,6306.5,39.80834,-83.88711,1009
Springfield PM,Springfield,US,pm25,7441.5,39.92882,-83.80949,1006
Isla Blanca C323/C66,CAMERON,US,pm25,9359,26.0733,-97.1667,964
Bridgeport-Edison,FAIRFIELD,US,so2,0.117,41.195,-73.1635,919
Eagle Pass C319,Eagle Pass,US,pm25,6047.2,28.704607,-100.451155,700
Reubens-ID,NEZ PERCE,US,pm25,4653.7,46.3349,-116.535797,971
Saskatoon,SASKATCHEWAN,CA,o3,23.868,52.1361,-106.6631,953
Regina,SASKATCHEWAN,CA,pm10,17363,50.45,-104.6169,859
Regina,SASKATCHEWAN,CA,o3,22.566,50.45,-104.6169,876
Clemmons Middle,Winston-Salem,US,pm25,7167.2,36.0261,-80.3419,1018
Chatham,ONTARIO,CA,pm25,5617,42.4033,-82.2086,902
Chatham,ONTARIO,CA,o3,31.133,42.4033,-82.2086,905
Lancaster,Coeur d'Alene,US,pm25,5914,47.7889,-116.8044,1007
Calvert,Washington-Arlington-Alexandria,US,o3,36.809,38.536722,-76.617194,913
Amarillo Texas A&M C,Amarillo,US,pm25,4452.6,35.2006,-101.9083,943
Evans - Riverside Pa,Augusta-Richmond County,US,o3,32.742,33.5819,-82.1314,1003
EAGLEMT,POLK,US,o3,33.288,34.4544,-94.1433,786
Lebanon,Lebanon,US,pm25,2958.4,43.627399,-72.310204,989
El Dorado,El Dorado,US,pm25,8413.2,33.215,-92.6689,941
Ellensburg-Ruby St,Ellensburg,US,pm25,2558.1,46.9936,-120.545,1003
Twisp-Glover St,CHELAN,US,pm25,5261.3,48.3645,-120.1211,965
Lebanon,Lebanon,US,o3,34.178,43.627399,-72.310204,977
GREEN BAY E HIGH,Green Bay,US,so2,0.432,44.5167,-87.9939,816
Lake Sugema,VAN BUREN,US,no2,1.32,40.693298,-92.006104,639
GREEN BAY E HIGH,Green Bay,US,pm25,6366,44.5167,-87.9939,842
Lake Sugema,VAN BUREN,US,so2,0.113,40.693298,-92.006104,790
Lake Sugema,VAN BUREN,US,pm25,7019,40.693298,-92.006104,734
BDED,Asheville,US,pm25,9059.2,35.6075,-82.5833,998
SETRPC Port Arthur C,Beaumont-Port Arthur,US,o3,36.427,29.865,-93.955,986
Riverside,Chattanooga,US,pm25,9006.6,35.0508,-85.2931,1005
BAD RIVER TRIBAL SCH,ASHLAND,US,o3,32.143,46.6144,-90.6986,842
Piney Run,GARRETT,US,pm25,4038,39.705799,-79.011902,891
Piney Run,GARRETT,US,o3,36.292,39.705799,-79.011902,882
Piney Run,GARRETT,US,co,170.29,39.705799,-79.011902,894
LWATTOWR,Thomasville-Lexington,US,pm25,9715.4,35.8142,-80.2633,1004
Piney Run,GARRETT,US,so2,0.264,39.705799,-79.011902,896
Bishop Paiute Tribe-,Bishop,US,pm10,15803,37.3667,-118.4167,998
Sault Ste Marie,ONTARIO,CA,pm25,4273,46.5331,-84.3094,890
Bishop Paiute Tribe-,Bishop,US,o3,19.094,37.3667,-118.4167,1012
VAAP - Chattanooga,Chattanooga,US,o3,39.079,35.1028,-85.1622,987
Sault Ste Marie,ONTARIO,CA,o3,32.319,46.5331,-84.3094,879
Brantford,ONTARIO,CA,pm25,6375,43.1403,-80.2961,910
Brantford,ONTARIO,CA,o3,30.658,43.1403,-80.2961,899
Lake Major,NOVA SCOTIA,CA,o3,18.06,44.7197,-63.4819,499
New Haven - Criscuol,New Haven-Milford,US,pm25,4175,41.3011,-72.9028,879
New Haven - Criscuol,New Haven-Milford,US,o3,32.614,41.3011,-72.9028,979
New Haven - Criscuol,New Haven-Milford,US,no2,10.807,41.3011,-72.9028,965
New Haven - Criscuol,New Haven-Milford,US,pm10,11893,41.3011,-72.9028,878
New Haven - Criscuol,New Haven-Milford,US,so2,0.198,41.3011,-72.9028,961
New Haven - Criscuol,New Haven-Milford,US,co,204.95,41.3011,-72.9028,937
Longview-30th Ave,Longview,US,pm25,3391.9,46.1394,-122.9619,838
Lacrosse-Hill St,Pullman,US,pm25,3025.2,46.8153,-117.8739,1010
Bridgeport,Bridgeport-Stamford-Norwalk,US,co,308.13,41.171398,-73.195297,929
Bridgeport,Bridgeport-Stamford-Norwalk,US,pm25,7854,41.171398,-73.195297,887
Garden Valley,BOISE,US,pm25,5169,44.104498,-115.972386,942
Idaho City,BOISE,US,pm25,2330.2,43.823017,-115.838557,964
Pinehurst,SHOSHONE,US,pm25,7873,47.536712,-116.236867,998
SYDNEY,Tampa-St. Petersburg-Clearwater,US,pm25,8822.8,27.5792,-82.1383,999
SYDNEY,Tampa-St. Petersburg-Clearwater,US,o3,34.961,27.5792,-82.1383,997
POTAWATOMI,FOREST,US,so2,0.502,45.5639,-88.81,758
POTAWATOMI,FOREST,US,pm25,2668,45.5639,-88.81,767
POTAWATOMI,FOREST,US,no2,0.03,45.5639,-88.81,225
POTAWATOMI,FOREST,US,o3,30.733,45.5639,-88.81,717
PRYOR,MAYES,US,o3,34.658,36.228298,-95.25,969
Batavia,Cincinnati-Middletown,US,pm25,8884.2,39.0828,-84.1441,983
Rosenstiel,Miami-Fort Lauderdale-Miami Beach,US,no2,2.592,25.7325,-80.162201,773
Perdue,Miami-Fort Lauderdale-Miami Beach,US,o3,24.18,25.586399,-80.326897,681
Rosenstiel,Miami-Fort Lauderdale-Miami Beach,US,o3,30.216,25.7325,-80.162201,768
Victorville - Park A,Riverside-San Bernardino-Ontario,US,o3,36.061,34.51,-117.3306,926
Blythe,Riverside-San Bernardino-Ontario,US,o3,25.97,33.6122,-114.6006,725
San Pablo - Rumrill,San Francisco-Oakland-Fremont,US,o3,20.864,37.9604,-122.3571,658
San Pablo - Rumrill,San Francisco-Oakland-Fremont,US,pm25,5326,37.9604,-122.3571,675
Toll,Reno-Sparks,US,co,133.8,39.399837,-119.739609,925
Concord,Concord,US,o3,34.738,43.218601,-71.515297,984
Toll,Reno-Sparks,US,pm10,9248,39.399837,-119.739609,926
Toll,Reno-Sparks,US,o3,32.454,39.399837,-119.739609,917
Portsmouth Water Tre,Portsmouth,US,so2,0.383,38.754595,-82.917,958
Yosemite Village - V,MARIPOSA,US,pm25,4117,37.7486,-119.5869,740
Mandarin,Jacksonville,US,pm25,4412,30.1358,-81.6339,855
Concord,Concord,US,so2,0.762,43.218601,-71.515297,985
Jackson Road,Sarasota-Bradenton-Venice,US,pm25,5489.6,27.0892,-82.3625,566
South Allegheny High,Pittsburgh,US,pm25,8490,40.323898,-79.868301,980
Jackson Road,Sarasota-Bradenton-Venice,US,o3,18.693,27.0892,-82.3625,563
Montclaire,Charlotte-Gastonia-Concord,US,pm25,7745.9,35.1514,-80.8669,1000
Walla Walla-12th St,Walla Walla,US,pm25,3721.2,46.0588,-118.3514,1006
Bellevue-Bellevue Wa,Seattle-Tacoma-Bellevue,US,pm25,3617.8,47.613,-122.2017,967
Mesa-Pepoit Way (tem,Kennewick-Richland-Pasco,US,pm25,2587.9,46.5754,-119.0021,966
HICKORY,Hickory-Lenoir-Morganton,US,pm25,9342,35.73,-81.37,1006
MILWAUKEE 16TH ST,Milwaukee-Waukesha-West Allis,US,pm25,6349,43.0178,-87.9333,847
Lake Jackson C1016,Houston-Sugar Land-Baytown,US,o3,31.257,29.0436,-95.4736,965
Santa Barbara,Santa Barbara-Santa Maria,US,o3,24.305,34.4278,-119.6903,713
Santa Barbara,Santa Barbara-Santa Maria,US,no2,4.808,34.4278,-119.6903,709
Portsmouth,Boston-Cambridge-Quincy,US,so2,0.129,43.075367,-70.748014,1005
Portsmouth,Boston-Cambridge-Quincy,US,o3,36.771,43.075367,-70.748014,999
WAUKESHA - CLEVELAND,Milwaukee-Waukesha-West Allis,US,pm25,7173,43.0203,-88.215,856
Lebanon,Cincinnati-Middletown,US,pm25,6642.2,39.42689,-84.20077,849
Lone Pine Paiute/Sho,Bishop,US,pm25,5038.1,36.5975,-118.04,951
Lone Pine Paiute/Sho,Bishop,US,pm10,12184,36.5975,-118.04,974
Seattle-South Park,Seattle-Tacoma-Bellevue,US,pm25,7783.7,47.5309,-122.3208,989
Pullman-Dexter Ave,Pullman,US,pm25,3313.2,46.7245,-117.1801,916
Rosalia-Josephine St,Pullman,US,pm25,3750.7,47.2313,-117.3685,1008
Ritzville-Alder St,ADAMS,US,pm25,2335.5,47.127998,-118.381897,689
Moses Lake-Balsam St,Moses Lake,US,pm25,3341.3,47.1303,-119.2726,911
Bellingham-Yew St,Bellingham,US,pm25,7462.3,48.762699,-122.440201,1009
Leavenworth-U.S. Pen,Kansas City,US,o3,33.959,39.3275,-94.9513,999
Heritage Park,Kansas City,US,o3,32.787,38.8386,-94.7464,1005
Belleville,ONTARIO,CA,pm25,4654,44.1503,-77.3956,894
Belleville,ONTARIO,CA,o3,31.349,44.1503,-77.3956,896
Parry Sound,ONTARIO,CA,pm25,4219,45.3378,-80.0378,907
Parry Sound,ONTARIO,CA,o3,31.764,45.3378,-80.0378,889
Barrie,ONTARIO,CA,pm25,5768,44.3922,-79.3922,884
Barrie,ONTARIO,CA,o3,28.037,44.3922,-79.3922,884
Port Stanley,ONTARIO,CA,pm25,5530,42.6725,-81.1647,909
Port Stanley,ONTARIO,CA,o3,33.953,42.6725,-81.1647,912
Lynchburg Ferry C101,Houston-Sugar Land-Baytown,US,o3,28.215,29.7644,-95.0781,950
San Jose - Jackson S,San Jose-Sunnyvale-Santa Clara,US,pm25,4789,37.3483,-121.8947,710
Columbus - Fairgroun,Columbus,US,pm25,4674.6,40.002734,-82.994404,1009
San Jose - Jackson S,San Jose-Sunnyvale-Santa Clara,US,o3,20.339,37.3483,-121.8947,669
KENTVILLE,NOVA SCOTIA,CA,o3,18.22,45.04,-64.29,498
PHNX CITY,Columbus,US,o3,25.34,32.4678,-85.0839,732
Columbus - Fairgroun,Columbus,US,so2,0.138,40.002734,-82.994404,967
Theodore Roosevelt N,Dickinson,US,o3,34.591,46.949699,-103.514397,1012
Petrified Forest NP,NAVAJO,US,o3,38.938,34.822498,-109.891899,880
Greenville C1006/198,Dallas-Fort Worth-Arlington,US,o3,31.12,33.153077,-96.115561,977
NEWKIRK,Ponca City,US,o3,30.878,36.956699,-97.034401,885
Vernon Science Centr,BRITISH COLUMBIA,CA,o3,21.693,50.2333,-119.2833,934
Golden Hospital,BRITISH COLUMBIA,CA,pm25,3792.2,51.2958,-116.9717,931
Golden Hospital,BRITISH COLUMBIA,CA,pm10,17604,51.2958,-116.9717,967
Whistler Meadow Park,BRITISH COLUMBIA,CA,o3,23.391,50.1439,-122.9611,960
Nanaimo Labieux Road,BRITISH COLUMBIA,CA,o3,25.82,49.2008,-123.9939,930
Smithers St Josephs,BRITISH COLUMBIA,CA,pm25,6247.1,54.7831,-127.1775,954
Smithers St Josephs,BRITISH COLUMBIA,CA,o3,19.449,54.7831,-127.1775,918
Smithers St Josephs,BRITISH COLUMBIA,CA,no2,5.175,54.7831,-127.1775,918
Houston Firehall,BRITISH COLUMBIA,CA,pm10,15327,54.3972,-126.645,847
Victoria Topaz,BRITISH COLUMBIA,CA,o3,26.41,48.4292,-123.3583,932
Victoria Topaz,BRITISH COLUMBIA,CA,pm25,4370,48.4292,-123.3583,970
Langdale Elementary,BRITISH COLUMBIA,CA,pm10,8633,49.4417,-123.4917,949
Langdale Elementary,BRITISH COLUMBIA,CA,pm25,4993.6,49.4417,-123.4917,927
Kitimat Riverlodge,BRITISH COLUMBIA,CA,pm25,4289,54.0558,-128.6739,967
Quesnel Senior Secon,BRITISH COLUMBIA,CA,no2,7.915,52.9822,-122.4922,929
Quesnel Senior Secon,BRITISH COLUMBIA,CA,pm25,8559.4,52.9822,-122.4922,966
Quesnel Senior Secon,BRITISH COLUMBIA,CA,o3,24.643,52.9822,-122.4922,930
Quesnel Senior Secon,BRITISH COLUMBIA,CA,so2,0.191,52.9822,-122.4922,931
Williams Lake Column,BRITISH COLUMBIA,CA,pm25,5413.2,52.1342,-122.1528,967
Williams Lake Column,BRITISH COLUMBIA,CA,o3,23.745,52.1342,-122.1528,937
Williams Lake Column,BRITISH COLUMBIA,CA,pm10,14753,52.1342,-122.1528,965
