location,city,country,parameter,value,latitude,longitude,num_records
MMFRA1001,FRA,US,pm25,13,39.482396,-121.221213,10
DECATUR,Decatur,US,o3,10.988,39.8669,-88.9256,305
Las Condes,Las Condes,CL,co,150394.56,-33.37677352,-70.52332678,287
Middleport,Buffalo-Niagara Falls,US,o3,1.105,43.2189,-78.4792,31
Rockland Cty,ROCKLAND,US,o3,1.075,41.182079,-74.028191,31
Rockland Cty,ROCKLAND,US,pm25,124.9,41.182079,-74.028191,31
Villa de las Flores,MEXICO STATE,MX,pm10,33251,19.6582,-99.0965,473
CCNY,New York-Northern New Jersey-Long Island,US,o3,0.723,40.8197,-73.9481,32
CCNY,New York-Northern New Jersey-Long Island,US,pm25,256.4,40.8197,-73.9481,33
Truckee BAM,Truckee-Grass Valley,US,pm25,1145,39.3386,-120.170303,114
NBURG,Poughkeepsie-Newburgh-Middletown,US,pm25,171.5,41.4994,-74.0097,34
SMITHLD,Paducah,US,o3,0.014,37.1556,-88.3931,1
MMFRA1001,FRA,US,pm25,-6,39.482471,-121.221213,15
Sumatra,LIBERTY,US,o3,0.266,30.1103,-84.9903,8
"Map Ta Phut, Mueang",Rayong,TH,pm10,22,12.70829692,101.166051,1
"Map Ta Phut, Mueang",Rayong,TH,so2,0.002,12.70829692,101.166051,1
"Map Ta Phut, Mueang",Rayong,TH,o3,0.017,12.70829692,101.166051,1
"Map Ta Phut, Mueang",Rayong,TH,no2,0.007,12.70829692,101.166051,1
"Map Ta Phut, Mueang",Rayong,TH,co,0.4,12.70829692,101.166051,1
Ventanas,Puchuncaví,CL,so2,170.896,-32.7789879,-71.37303128,14
Ventanas,Puchuncaví,CL,no2,234.65,-32.7789879,-71.37303128,14
Ventanas,Puchuncaví,CL,o3,305.15,-32.7789879,-71.37303128,14
Ventanas,Puchuncaví,CL,pm10,613.04,-32.7789879,-71.37303128,14
Ventanas,Puchuncaví,CL,pm25,209.58,-32.7789879,-71.37303128,14
Estación Centro,Calama,CL,pm10,300.68,-22.46214464,-68.92806169,14
Estación Centro,Calama,CL,so2,109.593,-22.46214464,-68.92806169,14
Estación Centro,Calama,CL,co,6909.7,-22.46214464,-68.92806169,14
Estación Centro,Calama,CL,o3,238.09,-22.46214464,-68.92806169,14
Estación Centro,Calama,CL,pm25,105.861,-22.46214464,-68.92806169,14
Colegio Pedro Vergara Keller,Calama,CL,pm10,283.94,-22.44283906,-68.93254635,12
Colegio Pedro Vergara Keller,Calama,CL,pm25,111.115,-22.44283906,-68.93254635,12
Complejo Deportivo 23 de Marzo,Calama,CL,pm10,350.76,-22.46027072,-68.93770692,13
Complejo Deportivo 23 de Marzo,Calama,CL,pm25,78.976,-22.46027072,-68.93770692,13
Punta Arenas,Punta Arenas,CL,pm25,33.688,-53.15829549,-70.92149748,11
Coyhaique,Coyhaique,CL,pm10,415.473,-45.57996448,-72.06112599,10
Coyhaique,Coyhaique,CL,pm25,206.075,-45.57996448,-72.06112599,10
Museo Ferroviario,Temuco,CL,pm10,320.83,-38.72530244,-72.57119255,9
Museo Ferroviario,Temuco,CL,pm25,93.809,-38.72530244,-72.57119255,9
Las Encinas Temuco,Temuco,CL,pm10,401.45,-38.74869912,-72.62078823,10
Las Encinas Temuco,Temuco,CL,pm25,103.554,-38.74869912,-72.62078823,10
Linares,Linares,CL,pm25,144.401,-35.83694223,-71.59286585,11
Universidad de Talca,Talca,CL,pm10,439.95,-35.40658274,-71.63339647,11
Universidad de Talca,Talca,CL,pm25,152.59,-35.40658274,-71.63339647,11
Curicó,Curicó,CL,pm25,102.97,-34.97492508,-71.23396751,5
La Florida,Talca,CL,pm25,132.05,-35.43514189,-71.6782615,11
Rancagua II,Rancagua,CL,pm10,565.36,-34.14388838,-70.73713121,10
Rancagua II,Rancagua,CL,pm25,212.31,-34.14388838,-70.73713121,10
Rancagua I,Rancagua,CL,pm10,619.9,-34.16231461,-70.71391923,10
Rancagua I,Rancagua,CL,pm25,188.39,-34.16231461,-70.71391923,10
Quilpue,Quilpué,CL,pm10,369.97,-33.0474666,-71.43451287,11
Quilpue,Quilpué,CL,pm25,159.448,-33.0474666,-71.43451287,11
Coquimbo,Coquimbo,CL,pm25,111.062,-29.97039024,-71.33603825,11
La Serena,Coquimbo,CL,pm25,90.535,-29.93300652,-71.26196637,11
Residence for Dept. of Primary Industries and Mines,Samut Prakan,TH,pm10,69,13.65215693,100.5318396,3
Residence for Dept. of Primary Industries and Mines,Samut Prakan,TH,so2,0,13.65215693,100.5318396,3
Residence for Dept. of Primary Industries and Mines,Samut Prakan,TH,o3,0.051,13.65215693,100.5318396,3
Residence for Dept. of Primary Industries and Mines,Samut Prakan,TH,no2,0.023,13.65215693,100.5318396,3
Residence for Dept. of Primary Industries and Mines,Samut Prakan,TH,co,0.76,13.65215693,100.5318396,3
"Bang Kruai, Bang Kruai",Nonthaburi,TH,pm10,112,13.80715815,100.5063188,4
"Bang Kruai, Bang Kruai",Nonthaburi,TH,so2,0,13.80715815,100.5063188,4
"Bang Kruai, Bang Kruai",Nonthaburi,TH,o3,0.085,13.80715815,100.5063188,4
"Bang Kruai, Bang Kruai",Nonthaburi,TH,no2,0.026,13.80715815,100.5063188,4
"Bang Kruai, Bang Kruai",Nonthaburi,TH,co,1.8,13.80715815,100.5063188,4
21 de mayo,Los Angeles,CL,pm10,453.77,-37.47118229,-72.36146285,14
21 de mayo,Los Angeles,CL,pm25,138.603,-37.47118229,-72.36146285,14
Puren,Chillán,CL,pm10,274.12,-36.61616775,-72.09304056,11
Puren,Chillán,CL,pm25,119.182,-36.61616775,-72.09304056,11
Punteras,Chiguayante,CL,pm10,344.86,-36.9233296,-73.0361323,12
Valdivia,Valdivia,CL,pm25,159.61,-39.8313161,-73.22851282,12
Arica,Arica,CL,pm25,152.076,-18.48342799,-70.29055073,11
Valdivia,Valdivia,CL,pm10,291.78,-39.8313161,-73.22851282,12
Quilicura,Quilicura,CL,pm10,970.5,-33.36577568,-70.74828806,13
Quilicura,Quilicura,CL,pm25,458,-33.36577568,-70.74828806,13
Talagante,Talagante,CL,pm10,223,-33.67375207,-70.95306474,13
Talagante,Talagante,CL,pm25,121.4,-33.67375207,-70.95306474,13
Puente Alto,Puente Alto,CL,pm10,908,-33.59139062,-70.594788,13
Puente Alto,Puente Alto,CL,pm25,480,-33.59139062,-70.594788,13
Cerro Navia,Cerro Navia,CL,pm10,526.5,-33.43308961,-70.73214787,13
Cerro Navia,Cerro Navia,CL,pm25,291,-33.43308961,-70.73214787,13
El Bosque,El Bosque,CL,pm10,823.5,-33.54709965,-70.6662041,13
El Bosque,El Bosque,CL,pm25,16,-33.54709965,-70.6662041,13
Cerrillos,Cerrillos,CL,pm10,568.5,-33.49284879,-70.71944028,13
Cerrillos,Cerrillos,CL,pm25,277,-33.49284879,-70.71944028,13
Pudahuel,Pudahuel,CL,pm10,623,-33.43781138,-70.75017123,13
Pudahuel,Pudahuel,CL,pm25,331,-33.43781138,-70.75017123,13
Las Condes,Las Condes,CL,pm10,536,-33.37677352,-70.52332678,13
Las Condes,Las Condes,CL,pm25,353,-33.37677352,-70.52332678,13
La Florida,La Florida,CL,pm10,898.5,-33.51663036,-70.58812396,13
La Florida,La Florida,CL,pm25,4,-33.51663036,-70.58812396,13
Coyhaique II,Coyhaique,CL,pm10,608.4,-45.57904567,-72.04996451,11
Coyhaique II,Coyhaique,CL,pm25,248.304,-45.57904567,-72.04996451,11
Mirasol,Puerto Montt,CL,pm25,129.754,-41.47950692,-72.96875593,13
Osorno,Osorno,CL,pm10,209.906,-40.58447867,-73.11871982,11
Osorno,Osorno,CL,pm25,72.423,-40.58447867,-73.11871982,11
Padre Las Casas II,Padre las Casas,CL,pm10,400.87,-38.76476745,-72.59879568,10
Padre Las Casas II,Padre las Casas,CL,pm25,148.82,-38.76476745,-72.59879568,10
Kingston College,Concepción,CL,o3,270.01,-36.78465374,-73.05206303,8
"INIA, Chillán",Chillán,CL,pm25,184.293,-36.59488089,-72.08925365,13
U.C. Maule,Maule,CL,pm10,308.42,-35.43572559,-71.61955386,10
U.C. Maule,Maule,CL,pm25,110.45,-35.43572559,-71.61955386,9
Curicó,Curicó,CL,pm10,243.92,-34.97492508,-71.23396751,6
La Florida,Talca,CL,pm10,383.23,-35.43514189,-71.6782615,12
San Fernando,San Fernando,CL,pm10,358.05,-34.57975992,-70.98968519,11
Rengo,Rengo,CL,pm10,118.38,-34.39454142,-70.85298154,11
Rancagua I,Rancagua,CL,so2,26.2,-34.16231461,-70.71391923,10
Rancagua I,Rancagua,CL,co,6525.5,-34.16231461,-70.71391923,10
Valparaiso,Valparaíso,CL,pm25,157.639,-33.0497438,-71.61416723,11
Viña del Mar,Viña del Mar,CL,pm10,422.73,-33.02041982,-71.55009284,12
Viña del Mar,Viña del Mar,CL,pm25,265.56,-33.02041982,-71.55009284,12
Andacollo,Andacollo,CL,pm10,52.86,-30.22776775,-71.08612683,11
Copiapo Sivica,Copiapó,CL,pm10,364.16,-27.37032915,-70.32390668,12
Copiapo Sivica,Copiapó,CL,pm25,119.577,-27.37032915,-70.32390668,12
Alto Hospicio,Alto Hospicio,CL,pm25,121.891,-20.29046688,-70.10019243,13
"Thung Sukhla, Si Racha",Chon Buri,TH,pm10,261,13.11923418,100.9184992,7
"Thung Sukhla, Si Racha",Chon Buri,TH,so2,0.007,13.11923418,100.9184992,6
"Thung Sukhla, Si Racha",Chon Buri,TH,o3,0.172,13.11923418,100.9184992,6
"Thung Sukhla, Si Racha",Chon Buri,TH,no2,0.047,13.11923418,100.9184992,6
"Pak Phriao, Mueang",Saraburi,TH,pm10,436,14.52353628,100.9291713,7
"Pak Phriao, Mueang",Saraburi,TH,o3,0.266,14.52353628,100.9291713,7
"Pak Phriao, Mueang",Saraburi,TH,no2,0.092,14.52353628,100.9291713,7
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,pm10,293,14.68308509,100.8751398,6
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,so2,0,14.68308509,100.8751398,6
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,o3,0.09,14.68308509,100.8751398,6
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,no2,0.047,14.68308509,100.8751398,6
"Na Phra Lan, Chaloem Phra Kiat",Saraburi,TH,co,3.67,14.68308509,100.8751398,6
Cerro Navia,Cerro Navia,CL,no2,569.43,-33.43308961,-70.73214787,13
Cerro Navia,Cerro Navia,CL,co,5952.1,-33.43308961,-70.73214787,13
Cerro Navia,Cerro Navia,CL,o3,91.128,-33.43308961,-70.73214787,13
El Bosque,El Bosque,CL,so2,53.533,-33.54709965,-70.6662041,13
El Bosque,El Bosque,CL,no2,720.03,-33.54709965,-70.6662041,13
El Bosque,El Bosque,CL,co,9817,-33.54709965,-70.6662041,13
El Bosque,El Bosque,CL,o3,90.15,-33.54709965,-70.6662041,8
Cerrillos,Cerrillos,CL,no2,433.87,-33.49284879,-70.71944028,13
Cerrillos,Cerrillos,CL,co,7857.6,-33.49284879,-70.71944028,13
Cerrillos,Cerrillos,CL,o3,232.066,-33.49284879,-70.71944028,13
La Florida,La Florida,CL,co,15875.3,-33.51663036,-70.58812396,13
La Florida,La Florida,CL,so2,108.642,-33.51663036,-70.58812396,11
La Florida,La Florida,CL,o3,36.656,-33.51663036,-70.58812396,5
La Florida,Talca,CL,so2,43.754,-35.43514189,-71.6782615,12
La Florida,Talca,CL,no2,192.886,-35.43514189,-71.6782615,12
La Florida,Talca,CL,co,9731.1,-35.43514189,-71.6782615,12
La Florida,Talca,CL,o3,274.394,-35.43514189,-71.6782615,12
San Fernando,San Fernando,CL,o3,172.468,-34.57975992,-70.98968519,11
Quintero Centro,Quintero,CL,so2,61.37,-32.78617012,-71.53143522,13
Quintero Centro,Quintero,CL,no2,452.433,-32.78617012,-71.53143522,13
Quintero Centro,Quintero,CL,co,4919.2,-32.78617012,-71.53143522,13
Quintero Centro,Quintero,CL,o3,408.83,-32.78617012,-71.53143522,13
Viña del Mar,Viña del Mar,CL,o3,49.98,-33.02041982,-71.55009284,12
Sierra Gorda ,Sierra Gorda,CL,pm10,253,-22.88872414,-69.31814071,13
Sierra Gorda ,Sierra Gorda,CL,pm25,85,-22.88872414,-69.31814071,13
Coyhaique II,Coyhaique,CL,so2,29.606,-45.57904567,-72.04996451,11
Coyhaique II,Coyhaique,CL,o3,185.23,-45.57904567,-72.04996451,11
Coyhaique II,Coyhaique,CL,co,5494.8,-45.57904567,-72.04996451,11
Las Encinas Temuco,Temuco,CL,co,1488.5,-38.74869912,-72.62078823,11
Quilicura,Quilicura,CL,no2,321.84,-33.36577568,-70.74828806,13
Quilicura,Quilicura,CL,co,19391,-33.36577568,-70.74828806,13
Quilicura,Quilicura,CL,o3,79.263,-33.36577568,-70.74828806,7
Talagante,Talagante,CL,o3,362.77,-33.67375207,-70.95306474,13
Puente Alto,Puente Alto,CL,no2,666.89,-33.59139062,-70.594788,13
Puente Alto,Puente Alto,CL,so2,30.241,-33.59139062,-70.594788,13
Puente Alto,Puente Alto,CL,co,6711.8,-33.59139062,-70.594788,13
Puente Alto,Puente Alto,CL,o3,219.654,-33.59139062,-70.594788,13
Pudahuel,Pudahuel,CL,co,12394.8,-33.43781138,-70.75017123,13
Pudahuel,Pudahuel,CL,o3,80.089,-33.43781138,-70.75017123,11
Las Condes,Las Condes,CL,no2,549.47,-33.37677352,-70.52332678,13
Las Condes,Las Condes,CL,o3,157.7842,-33.37677352,-70.52332678,13
Los Ángeles Oriente,Los Angeles,CL,pm25,419.28,-37.46303506,-72.32457516,13
Liceo Polivalente,Tomé,CL,pm10,424.93,-36.60171321,-72.95852283,13
Liceo Polivalente,Tomé,CL,pm25,266.575,-36.60171321,-72.95852283,13
Kingston College,Concepción,CL,pm10,298.84,-36.78465374,-73.05206303,13
"Na An, Mueang",Loei,TH,pm10,459,13.76393629,100.529078,6
"Aranyaprathet, Aranyaprathet",Sa Kaeo,TH,pm10,305,13.68902848,102.5062069,6
"Wiang, Mueang",Chiang Rai,TH,pm10,582,19.90924247,99.82335706,5
"Wiang, Mueang",Chiang Rai,TH,o3,0.202,19.90924247,99.82335706,5
"Wiang, Mueang",Chiang Rai,TH,co,3.33,19.90924247,99.82335706,5
"Makham Tia, Mueang",Surat Thani,TH,pm10,140,9.136807951,99.32071594,5
"Makham Tia, Mueang",Surat Thani,TH,no2,0.009,9.136807951,99.32071594,5
"Makham Tia, Mueang",Surat Thani,TH,co,1.1,9.136807951,99.32071594,5
"Makham Tia, Mueang",Surat Thani,TH,so2,0.002,9.136807951,99.32071594,3
"Makham Tia, Mueang",Surat Thani,TH,o3,0.091,9.136807951,99.32071594,5
"Sop Pat, Mae Mo",Lampang,TH,pm10,699,18.24776905,99.76689181,7
"Sop Pat, Mae Mo",Lampang,TH,so2,0.016,18.24776905,99.76689181,7
"Sop Pat, Mae Mo",Lampang,TH,o3,0.334,18.24776905,99.76689181,7
"Sop Pat, Mae Mo",Lampang,TH,no2,0.061,18.24776905,99.76689181,7
"Sop Pat, Mae Mo",Lampang,TH,co,7.89,18.24776905,99.76689181,7
"Phra Bat, Mueang",Lampang,TH,pm10,516,18.28677612,99.50631417,5
"Phra Bat, Mueang",Lampang,TH,so2,0.001,18.28677612,99.50631417,5
"Phra Bat, Mueang",Lampang,TH,no2,0.03,18.28677612,99.50631417,5
"Phra Bat, Mueang",Lampang,TH,o3,0.246,18.28677612,99.50631417,5
"Phra Bat, Mueang",Lampang,TH,co,2.98,18.28677612,99.50631417,5
"Ban Suan, Mueang",Chon Buri,TH,pm10,233,13.36062658,100.9845409,8
"Ban Suan, Mueang",Chon Buri,TH,o3,0.146,13.36062658,100.9845409,8
"Ban Suan, Mueang",Chon Buri,TH,no2,0.1,13.36062658,100.9845409,8
"Ban Suan, Mueang",Chon Buri,TH,co,3.94,13.36062658,100.9845409,8
"Bang Phut, Pak Kret",Nonthaburi,TH,pm10,322,13.90782693,100.5356536,6
"Bang Phut, Pak Kret",Nonthaburi,TH,so2,0.019,13.90782693,100.5356536,6
"Bang Phut, Pak Kret",Nonthaburi,TH,o3,0.052,13.90782693,100.5356536,6
"Bang Phut, Pak Kret",Nonthaburi,TH,no2,0.052,13.90782693,100.5356536,6
"Bang Phut, Pak Kret",Nonthaburi,TH,co,3.54,13.90782693,100.5356536,6
"Pratu Chai, Phra Nakhon Si Ayutthayal",Ayutthaya,TH,pm10,258,14.34936668,100.5685355,5
"Pratu Chai, Phra Nakhon Si Ayutthayal",Ayutthaya,TH,so2,0.009,14.34936668,100.5685355,5
"Pratu Chai, Phra Nakhon Si Ayutthayal",Ayutthaya,TH,o3,0.136,14.34936668,100.5685355,5
"Pratu Chai, Phra Nakhon Si Ayutthayal",Ayutthaya,TH,co,6.68,14.34936668,100.5685355,5
"Chong Nonsi, Yannawa",Bangkok,TH,pm10,176,13.70804102,100.5473453,5
"Chong Nonsi, Yannawa",Bangkok,TH,so2,0.017,13.70804102,100.5473453,5
"Chong Nonsi, Yannawa",Bangkok,TH,no2,0.086,13.70804102,100.5473453,5
"Chong Nonsi, Yannawa",Bangkok,TH,co,1.42,13.70804102,100.5473453,5
"Samae Dam, Bang Khun Thian",Bangkok,TH,no2,0.026,13.66846068,100.505812,6
"Samae Dam, Bang Khun Thian",Bangkok,TH,pm10,232,13.66846068,100.505812,6
"Samae Dam, Bang Khun Thian",Bangkok,TH,co,1.87,13.66846068,100.505812,6
"Samae Dam, Bang Khun Thian",Bangkok,TH,o3,0.106,13.66846068,100.505812,6
"Hiran Ruchi, Thon Buri",Bangkok,TH,pm10,134,13.73287809,100.4860184,5
"Hiran Ruchi, Thon Buri",Bangkok,TH,so2,0.003,13.73287809,100.4860184,4
"Hiran Ruchi, Thon Buri",Bangkok,TH,co,1.24,13.73287809,100.4860184,5
"Hiran Ruchi, Thon Buri",Bangkok,TH,o3,0.028,13.73287809,100.4860184,5
"Nai Mueang, Mueang",Lamphun,TH,pm10,452,18.56472144,99.01114475,6
"Nai Mueang, Mueang",Lamphun,TH,so2,0.006,18.56472144,99.01114475,6
"Nai Mueang, Mueang",Lamphun,TH,o3,0.203,18.56472144,99.01114475,6
"Nai Mueang, Mueang",Lamphun,TH,no2,0.09,18.56472144,99.01114475,6
"Nai Mueang, Mueang",Lamphun,TH,co,3.53,18.56472144,99.01114475,6
"Sateng, Mueang",Yala,TH,pm10,207,6.549993793,101.2799986,6
"Sateng, Mueang",Yala,TH,co,1.21,6.549993793,101.2799986,6
"Lat Phrao Rd., Wang Thonglang",Bangkok,TH,pm10,98,13.79263501,100.5960776,6
"Lat Phrao Rd., Wang Thonglang",Bangkok,TH,no2,0,13.79263501,100.5960776,6
"Mae Mo, Mae Mo",Lampang,TH,pm10,623,18.27968064,99.6631447,7
"Mae Mo, Mae Mo",Lampang,TH,so2,0.003,18.27968064,99.6631447,7
"Mae Mo, Mae Mo",Lampang,TH,o3,0.404,18.27968064,99.6631447,7
"Mae Mo, Mae Mo",Lampang,TH,no2,0.036,18.27968064,99.6631447,7
Lota rural,Coronel,CL,so2,163.933,-37.10069626,-73.15576039,13
Lota rural,Coronel,CL,no2,128.4656,-37.10069626,-73.15576039,13
Lota rural,Coronel,CL,co,0,-37.10069626,-73.15576039,13
Lota rural,Coronel,CL,o3,331.159,-37.10069626,-73.15576039,13
Lota rural,Coronel,CL,pm10,393.6,-37.10069626,-73.15576039,13
Nueva  Aldea,Ránquil,CL,so2,19.075,-36.65911706,-72.47996137,13
Nueva  Aldea,Ránquil,CL,no2,18.9369,-36.65911706,-72.47996137,13
Nueva  Aldea,Ránquil,CL,co,2961.6,-36.65911706,-72.47996137,13
Nueva  Aldea,Ránquil,CL,pm10,143.92,-36.65911706,-72.47996137,13
Nueva  Aldea,Ránquil,CL,o3,150.92,-36.65911706,-72.47996137,13
Loncura,Quintero,CL,so2,12.636,-32.79515105,-71.53301968,9
Loncura,Quintero,CL,no2,114.488,-32.79515105,-71.53301968,9
Loncura,Quintero,CL,co,0,-32.79515105,-71.53301968,9
Loncura,Quintero,CL,o3,140.941,-32.79515105,-71.53301968,9
Loncura,Quintero,CL,pm10,237.61,-32.79515105,-71.53301968,9
"Chong Kham, Mueang",Mae Hong Son,TH,pm10,503,19.30450102,97.97152526,4
"Chong Kham, Mueang",Mae Hong Son,TH,o3,0.143,19.30450102,97.97152526,4
"Chong Kham, Mueang",Mae Hong Son,TH,co,2.51,19.30450102,97.97152526,4
Escuela E-10,Tocopilla,CL,so2,13.90064,-22.08551871,-70.18868252,13
Escuela E-10,Tocopilla,CL,no2,325.587,-22.08551871,-70.18868252,13
Escuela E-10,Tocopilla,CL,co,1208.04,-22.08551871,-70.18868252,13
Escuela E-10,Tocopilla,CL,pm25,118.122,-22.08551871,-70.18868252,13
Escuela E-10,Tocopilla,CL,o3,19.3701,-22.08551871,-70.18868252,13
Escuela E-10,Tocopilla,CL,pm10,660.86,-22.08551871,-70.18868252,13
"Si Racha, Si Racha",Chon Buri,TH,pm10,150,13.17360135,100.9276933,4
"Si Racha, Si Racha",Chon Buri,TH,o3,0.08,13.17360135,100.9276933,4
"Si Racha, Si Racha",Chon Buri,TH,no2,0.053,13.17360135,100.9276933,4
Cerro Merquín,Coronel,CL,pm10,283.9,-37.02118288,-73.14955555,11
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,pm10,112,14.9767858,102.1021965,2
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,so2,0.012,14.9767858,102.1021965,2
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,o3,0.045,14.9767858,102.1021965,2
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,no2,0.011,14.9767858,102.1021965,2
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,co,1.62,14.9767858,102.1021965,2
"Pak Nam Pho, Mueang",Nakhon Sawan,TH,pm10,236,15.70784823,100.1319285,4
"Pak Nam Pho, Mueang",Nakhon Sawan,TH,so2,0.009,15.70784823,100.1319285,4
"Pak Nam Pho, Mueang",Nakhon Sawan,TH,o3,0.231,15.70784823,100.1319285,4
"Pak Nam Pho, Mueang",Nakhon Sawan,TH,no2,0.025,15.70784823,100.1319285,4
"Pak Nam Pho, Mueang",Nakhon Sawan,TH,co,3.19,15.70784823,100.1319285,4
"Chong Nonsi, Yannawa",Bangkok,TH,o3,0.027,13.70804102,100.5473453,4
"Lat Phrao Rd., Wang Thonglang",Bangkok,TH,co,9.23,13.79263501,100.5960776,2
"Lat Phrao Rd., Wang Thonglang",Bangkok,TH,so2,0.009,13.79263501,100.5960776,5
"Talat Yai, Mueang",Phuket,TH,pm10,446,7.88163634,98.39429059,5
"Talat Yai, Mueang",Phuket,TH,so2,0.025,7.88163634,98.39429059,5
"Talat Yai, Mueang",Phuket,TH,o3,0.097,7.88163634,98.39429059,5
"Talat Yai, Mueang",Phuket,TH,no2,0.05,7.88163634,98.39429059,5
"Talat Yai, Mueang",Phuket,TH,co,3.65,7.88163634,98.39429059,5
Coyhaique II,Coyhaique,CL,no2,73.502,-45.57904567,-72.04996451,10
Padre Las Casas II,Padre las Casas,CL,co,1603,-38.76476745,-72.59879568,10
Rengo,Rengo,CL,o3,123.872,-34.39454142,-70.85298154,10
Huasco Sivica,Huasco,CL,pm25,43.873,-28.46999807,-71.21965256,8
Antofagasta,Antofagasta,CL,pm10,338.48,-23.61354216,-70.38331568,9
Antofagasta,Antofagasta,CL,pm25,74.498,-23.61354216,-70.38331568,9
Cerro Merquín,Coronel,CL,so2,11.684,-37.02118288,-73.14955555,6
Talagante,Talagante,CL,co,5528.3,-33.67375207,-70.95306474,11
Cuncumen ,Salamanca,CL,pm10,109.28,-31.88927831,-70.62931177,4
NEA,Philadelphia-Camden-Wilmington,US,o3,0.263,40.0767,-75.0108,7
LAB,Philadelphia-Camden-Wilmington,US,o3,0.237,40.091702,-75.097801,8
Campo De Marte,Lima,PE,pm25,13652.5,-12.0705278,-77.0431667,962
Puente Piedra,Lima,PE,o3,6.0888,-11.8632528,-77.0741333,764
Puente Piedra,Lima,PE,co,419.2,-11.8632528,-77.0741333,764
Puente Piedra,Lima,PE,so2,4.3597,-11.8632528,-77.0741333,769
Puente Piedra,Lima,PE,no2,11.2121,-11.8632528,-77.0741333,769
Puente Piedra,Lima,PE,pm10,109130.8,-11.8632528,-77.0741333,769
San Martin De Porres,Lima,PE,co,715.9,-12.0088889,-77.0844722,951
San Martin De Porres,Lima,PE,pm10,41297.6,-12.0088889,-77.0844722,955
San Martin De Porres,Lima,PE,o3,7.0812,-12.0088889,-77.0844722,951
San Martin De Porres,Lima,PE,no2,8.0393,-12.0088889,-77.0844722,955
San Martin De Porres,Lima,PE,so2,8.8141,-12.0088889,-77.0844722,955
Carabayllo,Lima,PE,co,306.8,-11.9021944,-77.0336389,912
Carabayllo,Lima,PE,o3,11.3333,-11.9021944,-77.0336389,912
Carabayllo,Lima,PE,pm10,70367.9,-11.9021944,-77.0336389,916
Carabayllo,Lima,PE,so2,1.9873,-11.9021944,-77.0336389,916
Carabayllo,Lima,PE,no2,10.0517,-11.9021944,-77.0336389,916
San Juan De Lurigancho,Lima,PE,pm10,98971,-12.01689,-76.99883,1037
San Juan De Lurigancho,Lima,PE,so2,1.6114,-12.01689,-76.99883,1037
San Juan De Lurigancho,Lima,PE,co,524.6,-12.01689,-76.99883,1036
San Juan De Lurigancho,Lima,PE,o3,4.6537,-12.01689,-76.99883,1036
San Juan De Lurigancho,Lima,PE,no2,14.3693,-12.01689,-76.99883,1037
Villa Maria Del Triunfo,Lima,PE,co,289.1,-12.1663889,-76.92,462
Villa Maria Del Triunfo,Lima,PE,o3,2.1223,-12.1663889,-76.92,462
Santa Anita,Lima,PE,pm10,83196.4,-12.043,-76.9714167,973
Villa Maria Del Triunfo,Lima,PE,pm10,82349.4,-12.1663889,-76.92,464
Villa Maria Del Triunfo,Lima,PE,so2,1.0509,-12.1663889,-76.92,464
Villa Maria Del Triunfo,Lima,PE,no2,4.8633,-12.1663889,-76.92,464
Santa Anita,Lima,PE,so2,2.4213,-12.043,-76.9714167,973
Santa Anita,Lima,PE,no2,2.8592,-12.043,-76.9714167,973
San Borja,Lima,PE,co,516.4,-12.1086278,-77.0077667,856
San Borja,Lima,PE,pm10,39727.9,-12.1086278,-77.0077667,860
San Borja,Lima,PE,o3,5.4756,-12.1086278,-77.0077667,856
San Borja,Lima,PE,so2,2.6307,-12.1086278,-77.0077667,860
San Borja,Lima,PE,no2,8.6991,-12.1086278,-77.0077667,860
Ate,Lima,PE,co,732.4,-12.0261111,-76.9186111,945
Ate,Lima,PE,o3,6.202,-12.0261111,-76.9186111,945
Ate,Lima,PE,pm10,104551.9,-12.0261111,-76.9186111,947
Ate,Lima,PE,so2,6.8414,-12.0261111,-76.9186111,947
Ate,Lima,PE,no2,22.304,-12.0261111,-76.9186111,947
Campo De Marte,Lima,PE,co,273.6,-12.0705278,-77.0431667,961
Campo De Marte,Lima,PE,o3,6.186,-12.0705278,-77.0431667,961
Campo De Marte,Lima,PE,pm10,34982.4,-12.0705278,-77.0431667,962
Campo De Marte,Lima,PE,so2,0.7392,-12.0705278,-77.0431667,962
Campo De Marte,Lima,PE,no2,12.4379,-12.0705278,-77.0431667,962
Elkhart-Prairie St.,Elkhart-Goshen,US,pm25,13.8,41.656944,-85.96833,1
South Bend-Shields D,South Bend-Mishawaka,US,pm25,18.3,41.6967,-86.2147,1
Indpls-Washington Pa,Indianapolis,US,pm10,12,39.8108,-86.1147,1
Indpls-Washington Pa,Indianapolis,US,pm25,3.6,39.8108,-86.1147,1
Puente Piedra,Lima,PE,pm25,28209.5,-11.8632528,-77.0741333,769
San Martin De Porres,Lima,PE,pm25,14392.2,-12.0088889,-77.0844722,955
